Num,Ligand_SMILES,Product_SMILES,Temp (K),G,ee (%),L_Num,L_DFT,L_Type,P_Num,R_Type,Data_Type,Doi,Ligand_Compound_Name,Product_Compound_Name,Unnamed: 15
4343,C1(C2(CC2)C3=N[C@H](C(C=CC=C4)=C4C5)[C@H]5O3)=N[C@H]6[C@H](CC7=C6C=CC=C7)O1,C1(=CC=CC=C1)[C@H](/C=C/C=1OC=CC1)C,273.15,1.6583,-91,L437,Ligand_88,Box,P_3293,RCC,literature,10.1021/ja508067c,"(3aR,3a'R,8aS,8a'S)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S,E)-2-(3-phenylbut-1-en-1-yl)furan",
193,CC([C@@H]1N=C(C2=CC=CC(C3=NC(C4=N[C@@H](C(C)(C)C)CO4)=CC=C3)=N2)OC1)(C)C,C[C@@H](NC(C1=CC=CC=C1)=O)C2=CC=C(C=C2)C(F)(F)F,303.15,0.024,-2,L35,Ligand_256,Pyox,P_7,NiH,HTE,10.1002/anie.202011342,"6,6'-bis((S)-4-(tert-butyl)-4,5-dihydrooxazol-2-yl)-2,2'-bipyridine",(R)-N-(1-(4-(trifluoromethyl)phenyl)ethyl)benzamide,
2346,FC(C1=CN=C(C2=NC(CC3=CCCC=C3)=CO2)C=C1)(F)F,CC[C@@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC,303.15,0.1844,-15,L17,Ligand_363,Pyox,P_45,NiH,HTE,10.1038/s41467-021-22983-7,"4-(cyclohexa-1,5-dien-1-ylmethyl)-2-(5-(trifluoromethyl)pyridin-2-yl)oxazole",(R)-N-(6-(4-methoxyphenyl)hexan-3-yl)benzamide,
1127,FC(C1=CN=C(C2=N[C@@H](C3=CC=CC=C3)CO2)C=C1)(F)F,O=C(C1=CC=CC=C1)N[C@H](C2CCN(S(C3=CC=C(C=C3)C)(=O)=O)CC2)CC,303.15,0.6094,-47,L14,Ligand_362,Pyox,P_24,NiH,HTE,10.1038/s41467-021-22983-7,"(S)-4-phenyl-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole",(S)-N-(1-(1-tosylpiperidin-4-yl)propyl)benzamide,
5328,FC(C1=CN=C(C2=N[C@@H](C(C)(C)C)CO2)C=C1)(F)F,C[C@@]1(COC2=C1C=CC=C2)CC(CCCCC(=O)OC)=C,298.15,1.8829,-92,L73,Ligand_386,Pyox,P_3792,Cyclization,literature,10.1021/jacs.9b03863,"(S)-4-(tert-butyl)-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole","methyl (R)-6-((3-methyl-2,3-dihydrobenzofuran-3-yl)methyl)hept-6-enoate",
4605,[H][C@@]12N=C(C3(CC3)C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)O[C@]1([H])CC7=C2C=CC=C7,C1(=CC=CC=C1)S(=O)(=O)[C@H](CCCC)C=1C=C2CCC(C2=CC1)=O,273.15,1.5436,-89,L23,Ligand_71,Box,P_1609,RCC,literature,10.1039/d1sc00283j,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(R)-5-(1-(phenylsulfonyl)pentyl)-2,3-dihydro-1H-inden-1-one",
2334,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC=CC=C1,CC[C@@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC,303.15,0.0453,-4,L3,Ligand_354,Pyox,P_45,NiH,HTE,10.1038/s41467-021-22983-7,"(S)-4-phenyl-2-(pyridin-2-yl)-4,5-dihydrooxazole",(R)-N-(6-(4-methoxyphenyl)hexan-3-yl)benzamide,
305,CC([C@@H]1N=C(C2=NC=CC3=C2C=CC=C3)OC1)C,O=C(N1CCCCCC[C@H](S(C2=CC=C(C=C2)C)(=O)=O)CCCC)C3=C(C1=O)C=CC=C3,303.15,0.0115,-1,L6,Ligand_357,Pyox,P_61,NiH,HTE,10.1021/jacs.9b09415,"(S)-4-isopropyl-2-(isoquinolin-1-yl)-4,5-dihydrooxazole","(R)-2-(7-tosylundecyl)isoindoline-1,3-dione",
3160,CC(C(C=C1)=CC=C1CC(C2=N[C@@H](C3=CC=CC=C3)CO2)(CC4=CC=C(C(C)(C)C)C=C4)C5=N[C@@H](C6=CC=CC=C6)CO5)(C)C,CN(C(C)=O)[C@@H](CCC1=CC=CC=C1)CCCOC1=CC2=CC=CC=C2C=C1,298.15,2.0595,-94,L312,Ligand_112,Box,P_2222,NiH,literature,10.1038/s41467-021-21600-x,"(4S,4'S)-2,2'-(1,3-bis(4-(tert-butyl)phenyl)propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(S)-N-methyl-N-(6-(naphthalen-2-yloxy)-1-phenylhexan-3-yl)acetamide,
1293,C1(C2(C3=N[C@@H](CC4=CC=CC=C4)CO3)CCCCC2)=N[C@@H](CC5=CC=CC=C5)CO1,O=C(C1=CC=CC=C1)N[C@H](C2CCN(S(C3=CC=C(C=C3)C)(=O)=O)CC2)C,303.15,0.6083,-47,L34,Ligand_66,Box,P_28,NiH,HTE,10.1038/s41467-021-22983-7,"(4S,4'S)-2,2'-(cyclohexane-1,1-diyl)bis(4-benzyl-4,5-dihydrooxazole)",(S)-N-(1-(1-tosylpiperidin-4-yl)ethyl)benzamide,
71,C1(C2=NC(C3=N[C@@H](CC4=CC=CC=C4)CO3)=CC=C2)=NC(C5=N[C@@H](CC6=CC=CC=C6)CO5)=CC=C1,O=C(C1=CC=CC=C1)N[C@H](C2=CC=C(C=C2)C)C,303.15,0.3374,-27,L38,Ligand_258,Pyox,P_2,NiH,HTE,10.1002/anie.202011342,"6,6'-bis((S)-4-benzyl-4,5-dihydrooxazol-2-yl)-2,2'-bipyridine",(S)-N-(1-(p-tolyl)ethyl)benzamide,
6507,CC(C=N1)=CC=C1C2=N[C@@H](C34C[C@H]5CC(C4)CC(C5)C3)CO2,C(#N)C1=C(C=C(C=C1)[C@H](CC(=O)C1=CC=C(C=C1)C)CO[Si](C(C)C)(C(C)C)C(C)C)F,298.15,1.447,-84,L500,Ligandplus_28,Pyox,pplus_704,Photoredox,literature,10.1039/d1sc07237d,"Chem. Sci. 2022, 13, 3020?3026","(4S)-4-((1S,3S)-adamantan-1-yl)-2-(5-methylpyridin-2-yl)-4,5-dihydrooxazole",(S)-2-fluoro-4-(4-oxo-4-(p-tolyl)-1-((triisopropylsilyl)oxy)butan-2-yl)benzonitrile
5401,[H][C@@]12N=C(C3(CC3)C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)O[C@]1([H])CC7=C2C=CC=C7,CN1C([C@](C2=CC=CC=C12)(CC(CCC)=O)C)=O,318.15,0.8964,-61,L23,Ligand_71,Box,P_992,Cyclization,literature,10.1021/jacs.9b12554,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S)-1,3-dimethyl-3-(2-oxopentyl)indolin-2-one",
5126,C1(C2=N[C@@H](C3CCCCC3)CO2)=N[C@@H](C4CCCCC4)CO1,CC(C[C@@H](C(=O)OC(C)(C)C)C1=CC(=NC=C1)C(F)(F)F)(C)C,308.15,1.6849,-88,L406,Ligand_28,Biox,P_53,Photoredox,literature,10.1021/jacs.0c08823,"(4S,4'S)-4,4'-dicyclohexyl-4,4',5,5'-tetrahydro-2,2'-bioxazole","tert-butyl (R)-4,4-dimethyl-2-(2-(trifluoromethyl)pyridin-4-yl)pentanoate",
832,CC([C@@H]1N=C(C2(C3=N[C@@H](C(C)(C)C)CO3)CCCC2)OC1)(C)C,O=C(C1=CC=CC=C1)[C@H](CC)C2=CC=CC=C2,278.15,0.0404,-4,L18,Ligand_57,Box,P_66,C(sp3)-C(sp2),HTE,10.1021/ja909689t,"(4S,4'S)-2,2'-(cyclopentane-1,1-diyl)bis(4-(tert-butyl)-4,5-dihydrooxazole)","(R)-1,2-diphenylbutan-1-one",
2664,CC(C1=N[C@H](CO1)C2=CC=CC=C2)(C)C3=N[C@H](CO3)C4=CC=CC=C4,O=C([C@@H](CC1=CC=CC=C1)NC(C1=CC=CC=C1)=O)CCCCCCCC,273.15,1.3637,-85,L21,Ligand_59,Box,P_1140,NiH,literature,10.1021/jacs.0c01324,"(4S,4'S)-2,2'-(propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(R)-N-(3-oxo-1-phenylundecan-2-yl)benzamide,
1457,CC(C1=N[C@H]2C3=C(C[C@H]2O1)C=CC=C3)(C)C(O[C@@H]4C5)=N[C@H]4C6=C5C=CC=C6,C[C@H](OC(C1=CC=CC=C1)=O)CCCN2C(C3=C(C2=O)C=CC=C3)=O,303.15,0.3596,-29,L24,Ligand_61,Box,P_31,NiH,HTE,10.1038/s41467-021-22983-7,"(3aS,3a'S,8aR,8a'R)-2,2'-(propane-2,2-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S)-5-(1,3-dioxoisoindolin-2-yl)pentan-2-yl benzoate",
4830,CCC(CC)(C1=N[C@H](C2=CC=CC=C2)[C@H](C2=CC=CC=C2)O1)C1=N[C@H](C2=CC=CC=C2)[C@H](C2=CC=CC=C2)O1,ClC1=CC=C(C(=O)NC(C(CCC)=O)CCCC)C=C1,288.15,1.6284,-89,L150,Ligand_142,Box,P_733,Photoredox,literature,10.1021/jacs.0c10471,"(4R,4'R,5S,5'S)-2,2'-(pentane-3,3-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)",4-chloro-N-(4-oxononan-5-yl)benzamide,
239,CC(C1=N[C@]2([H])[C@](CC3=C2C=CC=C3)([H])O1)(C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)CC7=N[C@]8([H])[C@](CC9=C8C=CC=C9)([H])O7,C[C@@H](NC(C1=CC=CC=C1)=O)C2=CN=C(C=C2)OC,303.15,-0.0013,0,L40,Ligand_69,Box,P_8,NiH,HTE,10.1002/anie.202011342,"(3aS,3a'S,3a''S,8aR,8a'R,8a''R)-2,2',2''-(propane-1,2,2-triyl)tris(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",(R)-N-(1-(6-methoxypyridin-3-yl)ethyl)benzamide,
93,[C@H]1(N=C(C2=N[C@@H](CC3=CC=CC=C3)CO2)OC1)CC4=CC=CC=C4,O=C(C1=CC=CC=C1)N[C@@H](C2=CC=CC=C2)CC,303.15,0.3191,-26,L45,Ligand_3,Biox,P_3,NiH,HTE,10.1002/anie.202011342,"(4S,4'S)-4,4'-dibenzyl-4,4',5,5'-tetrahydro-2,2'-bioxazole",(R)-N-(1-phenylpropyl)benzamide,
2901,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=N[C@@H](C4=CC=CC=C4)CO1,O=C(CCC[C@@H](CC)NC(OCC1=CC=CC=C1)=O)C1=CC=CC=C1,298.15,1.447,-84,L376,Ligand_18,Biox,P_2708,NiH,literature,10.1021/jacs.0c01324,"(4S,4'S)-4,4'-diphenyl-4,4',5,5'-tetrahydro-2,2'-bioxazole",benzyl (R)-(7-oxo-7-phenylheptan-3-yl)carbamate,
6262,CCC(C)[C@H](N=C1C2=N[C@H](CN2C3=CC=CC(C(C)(C)C)=C3)C(CC)C)CN1C4=CC(C(C)(C)C)=CC=C4,O=P([C@H](CCC1=CC=CC=C1)C2=CC=CC(OS(C3=CC=C(C)C=C3)(=O)=O)=C2)(OCC)OCC,298.15,1.81,-91,L162,Ligand_290,Box,pplus_473,Photoredox,literature,10.1021/jacs.1c12424,"(4S,4'S)-4,4'-di-sec-butyl-1,1'-bis(3-(tert-butyl)phenyl)-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",(R)-3-(1-(diethoxyphosphoryl)-3-phenylpropyl)phenyl 4-methylbenzenesulfonate,
5470,CC1=CC=C(N2C[C@H](C(C)(C)C)N=C2C2=C3N=CC=CC3=CC=C2)C=C1,C(C1=CC=CC=C1)N1C([C@H](CC1)CCC[C@H](CCC=C(C)C)C)=O,273.15,1.2235,-81,L181,Ligand_304,Biim,P_911,RCC,literature,10.1021/jacs.0c07126,"(S)-8-(4-(tert-butyl)-1-(p-tolyl)-4,5-dihydro-1H-imidazol-2-yl)quinoline","(S)-1-benzyl-3-((R)-4,8-dimethylnon-7-en-1-yl)pyrrolidin-2-one",
3298,FC(C1=CN=C(C2=N[C@@H](C(C)(C)C)CO2)C=C1)(F)F,O=C%79[C@](C)(/C=C/CCCC)CCC%80=CC=CC=C%80%79,298.15,1.8829,-92,L73,Ligand_386,Pyox,P_3777,C(sp3)-C(sp2),literature,10.1038/s41557-020-00609-7,"(S)-4-(tert-butyl)-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole","(S,E)-2-(hex-1-en-1-yl)-2-methyl-3,4-dihydronaphthalen-1(2H)-one",
3797,CN[C@H](C1=C(C)C=C(C)C=C1C)[C@H](NC)C2=C(C)C=C(C)C=C2C,C[C@@H](CC1=CC=CC=C1)CCCC1=CC=CC=C1,278.15,0.0664,-6,L107,Ligand_239,Diamine,P_139,C(sp3)-C(sp3),literature,10.1021/ja8013677,"(1R,2R)-1,2-dimesityl-N1,N2-dimethylethane-1,2-diamine","(R)-(2-methylpentane-1,5-diyl)dibenzene",
6132,C1(C2(CCCC2)C3=N[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)=N[C@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O1,C1=C(C=CC2=CC=CC=C12)C([C@H](CCCC)NC(C1=CC=CC=C1)=O)=O,288.15,2.2285,-96,L471,Ligand_156,Box,pplus_343,Photoredox,literature,10.1021/jacs.0c10471,"(4R,4'R,5S,5'S)-2,2'-(cyclopentane-1,1-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)",(S)-N-(1-(naphthalen-2-yl)-1-oxohexan-2-yl)benzamide,
6562,CC(C)C1=CC=CC=C1CC(C2=N[C@@H](C3=CC=CC=C3)CO2)(CC4=C(C(C)C)C=CC=C4)C5=N[C@@H](C6=CC=CC=C6)CO5,O=C(C1CCCCC1)[C@H](C(F)(F)F)CCC2=CC=CC=C2,263.15,1.4871,-89,L506,Ligandplus_34,Box,pplus_759,RCC,literature,10.31635/ccschem.022.202202076,CCS Chem. 2022,"(4S,4'S)-2,2'-(1,3-bis(2-isopropylphenyl)propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(R)-1-cyclohexyl-4-phenyl-2-(trifluoromethyl)butan-1-one
1002,C1(C2(C3=N[C@@H](CC4=CC=CC=C4)CO3)CCCCC2)=N[C@@H](CC5=CC=CC=C5)CO1,O=C(NC1=CC=CC=C1)[C@H](CC)CCC2CCCCC2,268.15,0.0818,-7,L34,Ligand_66,Box,P_20,NiH,HTE,10.1038/s41586-018-0669-y,"(4S,4'S)-2,2'-(cyclohexane-1,1-diyl)bis(4-benzyl-4,5-dihydrooxazole)",(R)-4-cyclohexyl-2-ethyl-N-phenylbutanamide,
6314,CC(C(C=C1)=CC=C1CC(C2=N[C@@H](C3=CC=CC=C3)CO2)(CC4=CC=C(C(C)(C)C)C=C4)C5=N[C@@H](C6=CC=CC=C6)CO5)(C)C,O1CCN(CC1)[C@@H](CC1(CC1)C(=O)NC1=CC=CC=C1)C,298.15,2.4793,-97,L312,Ligand_112,Box,pplus_525,NiH,literature,10.1021/jacs.2c02343,"(4S,4'S)-2,2'-(1,3-bis(4-(tert-butyl)phenyl)propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(R)-1-(2-morpholinopropyl)-N-phenylcyclopropane-1-carboxamide,
6424,CCCC(CCC)[C@@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@H](C(CCC)CCC)CN3C4=CC(C(C)(C)C)=CC=C4)=N1,COC1=NC=C(C=C1)[C@H](CCC)C1=CC=CC=C1,298.15,1.7445,-90,L139,Ligand_260,Biim,pplus_631,NiH,literature,10.1038/s41467-022-30006-2,"(4R,4'R)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",(R)-2-methoxy-5-(1-phenylbutyl)pyridine,
4814,CCC(CC)(C1=N[C@H](C2=CC=CC=C2)[C@H](C2=CC=CC=C2)O1)C1=N[C@H](C2=CC=CC=C2)[C@H](C2=CC=CC=C2)O1,BrCCCCCC(C(CCCC)NC(C1=CC=CC=C1)=O)=O,288.15,1.8198,-92,L150,Ligand_142,Box,P_712,Photoredox,literature,10.1021/jacs.0c10471,"(4R,4'R,5S,5'S)-2,2'-(pentane-3,3-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)",N-(11-bromo-6-oxoundecan-5-yl)benzamide,
1533,CC([C@@H]1N=C(C2(C3=N[C@@H](C(C)(C)C)CO3)CCCC2)OC1)(C)C,CC1(C)OB([C@H](CCCCC)CCCN2C3=C(C4=C2C=CC=C4)C=CC=C3)OC1(C)C,303.15,0.0161,-1,L18,Ligand_57,Box,P_33,NiH,HTE,10.1038/s41557-020-00576-z,"(4S,4'S)-2,2'-(cyclopentane-1,1-diyl)bis(4-(tert-butyl)-4,5-dihydrooxazole)","(R)-9-(4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)nonyl)-9H-carbazole",
3839,CC([Si](OC[C@@H]([C@H](C1=CC=CC=C1)O2)N=C2C3=CC=CC(C4=N[C@@H](CO[Si](C5=CC=CC=C5)(C(C)(C)C)C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O4)=N3)(C8=CC=CC=C8)C9=CC=CC=C9)(C)C,C1(=CC=CC=C1)C#CCCC[C@@H](CC)N1C(C2=CC=CC=C2C1=O)=O,273.15,1.6583,-91,L316,Ligand_337,Pybox,P_2292,C(sp3)-C(sp3),literature,10.1021/jacs.0c13034,"2,6-bis((4S,5S)-4-(((tert-butyldiphenylsilyl)oxy)methyl)-5-phenyl-4,5-dihydrooxazol-2-yl)pyridine","(R)-2-(8-phenyloct-7-yn-3-yl)isoindoline-1,3-dione",
412,CC([C@@H]1N=C2N[C@@H](C(C)(C)C)CN2C1)(C)C,O=C(N1CCCCCC[C@@H](S(=O)(C)=O)CCCC)C2=C(C1=O)C=CC=C2,303.15,0.0714,-6,L44,Ligand_259,Biim,P_63,NiH,HTE,10.1021/jacs.9b09415,"(2S,6S)-2,6-di-tert-butyl-2,3,5,6-tetrahydro-1H-imidazo[1,2-a]imidazole","(S)-2-(7-(methylsulfonyl)undecyl)isoindoline-1,3-dione",
5835,CC(C1=N[C@H](C(C=CC=C2)=C2C3)[C@H]3O1)(C)C4=N[C@H]5[C@H](CC6=C5C=CC=C6)O4,C=CC[C@H](O)C1=CC(OC)=CC(OC)=C1,283.15,1.6567,-90,L217,Ligand_111,Box,pplus_74,Photoredox,literature,10.1002/anie.202114981,"(3aR,3a'R,8aS,8a'S)-2,2'-(propane-2,2-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S)-1-(3,5-dimethoxyphenyl)but-3-en-1-ol",
6321,CC(C(C=C1)=CC=C1CC(C2=N[C@@H](C3=CC=CC=C3)CO2)(CC4=CC=C(C(C)(C)C)C=C4)C5=N[C@@H](C6=CC=CC=C6)CO5)(C)C,C(C1=CC=CC=C1)N([C@@H](CC(=O)NC1=CC=CC=C1)C)CC1=CC=CC=C1,298.15,2.3058,-96,L312,Ligand_112,Box,pplus_532,NiH,literature,10.1021/jacs.2c02343,"(4S,4'S)-2,2'-(1,3-bis(4-(tert-butyl)phenyl)propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(R)-3-(dibenzylamino)-N-phenylbutanamide,
3200,C1(CCCC2)=C2N=C(C3=N[C@@H](C4=CC=CC=C4)C(C5=CC=CC=C5)(C6=CC=CC=C6)O3)C=C1,C(C1=CC=CC=C1)OC(=O)NCC(=O)OCCC[C@@H](CCC1=CC=CC=C1)NC(=O)OC(C)(C)C,246.15,1.5545,-92,L384,Ligand_399,Pyox,P_2810,NiH,literature,10.1038/s41467-021-21600-x,"(S)-4,5,5-triphenyl-2-(5,6,7,8-tetrahydroquinolin-2-yl)-4,5-dihydrooxazole",(R)-4-((tert-butoxycarbonyl)amino)-6-phenylhexyl ((benzyloxy)carbonyl)glycinate,
2883,C1(C=CC=C2)=C2C=CN=C1C3=N[C@@H](C4CCCCC4)CO3,C1(=CC=CC=C1)[C@H](C)NC(C1=CC=CC=C1)=O,303.15,0.7625,-56,L439,Ligand_391,Pyox,P_987,NiH,literature,10.1021/jacs.0c01324,"(S)-4-cyclohexyl-2-(isoquinolin-1-yl)-4,5-dihydrooxazole",(S)-N-(1-phenylethyl)benzamide,
2459,CCCC(CCC)[C@@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@H](C(CCC)CCC)CN3C4=CC(C(C)(C)C)=CC=C4)=N1,CC1(OB(OC1(C)C)C1=CC=C(C=C1)[C@H](CC)C1=CC=CC=C1)C,298.15,1.8829,-92,L139,Ligand_260,Biim,P_610,NiH,literature,10.1002/anie.202010386,"(4R,4'R)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole","(R)-4,4,5,5-tetramethyl-2-(4-(1-phenylpropyl)phenyl)-1,3,2-dioxaborolane",
6001,C1(C2=N[C@@H](CC3=CC=CC=C3)CO2)=CC=C(CCC4)C4=N1,C(=C\[C@@H](C)C1=CC=CC=C1)/C1=CC=CC=C1,298.15,0.265,-22,L477,Ligandplus_5,Pyox,P_789,Photoredox,literature,10.1021/acs.joc.2c00707,"(S)-4-benzyl-2-(6,7-dihydro-5H-cyclopenta[b]pyridin-2-yl)-4,5-dihydrooxazole","(R,E)-but-1-ene-1,3-diyldibenzene",
5002,C1(C2(CCCC2)C3=N[C@@H](C4=CC=CC=C4)CO3)=N[C@@H](C5=CC=CC=C5)CO1,O=C([C@@H](C)C1=CC=C(C(=O)OC)C=C1)CCC1=CC=CC=C1,283.15,1.719,-91,L431,Ligand_118,Box,P_3163,Photoredox,literature,10.1038/s41467-021-23887-2,"(4S,4'S)-2,2'-(cyclopentane-1,1-diyl)bis(4-phenyl-4,5-dihydrooxazole)",methyl (S)-4-(3-oxo-5-phenylpentan-2-yl)benzoate,
4106,C1=CC=C(C(C2=CC=CC=C2)[C@H]2COC(CC3=N[C@@H](C(C4=CC=CC=C4)C4=CC=CC=C4)CO3)=N2)C=C1,F[C@H](C=1C=C(C(=O)OC)C=CC1)C1=CC(=CC=C1)F,278.15,1.7566,-92,L375,Ligand_128,Box,P_2668,C(sp3)-C(sp2),literature,10.1021/acs.orglett.0c01363,"bis((S)-4-benzhydryl-4,5-dihydrooxazol-2-yl)methane",methyl (R)-3-(fluoro(3-fluorophenyl)methyl)benzoate,
634,CC([C@H]1N=C(C2=N[C@H](C(C)C)CO2)OC1)C,O=S([C@@H](CCCC)C1=CC=CC=C1)(C)=O,253.15,1.2022,-83,L46,Ligand_4,Biox,P_15,C(sp3)-C(sp2),HTE,10.1021/ja506885s,"(4R,4'R)-4,4'-diisopropyl-4,4',5,5'-tetrahydro-2,2'-bioxazole",(S)-(1-(methylsulfonyl)pentyl)benzene,
499,CC(C1=CC(C(C)(C)C)=CC(CC(C2=N[C@]3([H])[C@](CC4=C3C=CC=C4)([H])O2)(C5=N[C@]6([H])[C@](CC7=C6C=CC=C7)([H])O5)CC8=CC(C(C)(C)C)=CC(C(C)(C)C)=C8)=C1)(C)C,O=C(N(C1=CC=CC=C1)C2=CC=CC=C2)[C@@H](CC)CCCCCC,273.15,0.2999,-27,L43,Ligand_74,Box,P_64,C(sp3)-C(sp3),HTE,10.1021/ja0506509,"(3aS,3a'S,8aR,8a'R)-2,2'-(1,3-bis(3,5-di-tert-butylphenyl)propane-2,2-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S)-2-ethyl-N,N-diphenyloctanamide",
3946,CN[C@@H](C1=CC=CC=C1)[C@@H](NC)C2=CC=CC=C2,C(C1=CC=CC=C1)N(C(OC[C@H](CCCCCC)C)=O)C1=CC=CC=C1,298.15,1.8829,-92,L110,Ligand_229,Diamine,P_330,C(sp3)-C(sp3),literature,10.1021/ja105924f,"(1S,2S)-N1,N2-dimethyl-1,2-diphenylethane-1,2-diamine",(S)-2-methyloctyl benzyl(phenyl)carbamate,
721,C[C@@H]1N=C(C2=CC=CC(C3=N[C@@H](C)CO3)=N2)OC1,C[C@@H](C1=CC=C(C=C1)C(OCC)=O)NC(C2=CC=CC=C2)=O,303.15,0.1149,-10,L47,Ligand_330,Pybox,P_17,NiH,HTE,10.1002/anie.202011342,"2,6-bis((S)-4-methyl-4,5-dihydrooxazol-2-yl)pyridine",ethyl (S)-4-(1-benzamidoethyl)benzoate,
3613,COC[C@H]1[C@H](C2=CC=CC=C2)OC(C3=CC=CC(C4=N[C@@H](COC)[C@H](C5=CC=CC=C5)O4)=N3)=N1,O=C(C%20=CC=CC=C%20)[C@@H](C%21=CC=CC=C%21)CCCl,243.15,1.5356,-92,L95,Ligand_336,Pybox,P_3863,C(sp3)-C(sp2),literature,10.1002/anie.200804888,"2,6-bis((4S,5S)-4-(methoxymethyl)-5-phenyl-4,5-dihydrooxazol-2-yl)pyridine","(R)-4-chloro-1,2-diphenylbutan-1-one",
758,C1(C2=N[C@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)O2)=NC(C5=N[C@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O5)=CC=C1,O=C(C1=CC=CC=C1)N[C@H](C2=CC=C(C=C2)C(OCC)=O)CC,303.15,0.1432,-12,L42,Ligand_329,Pybox,P_18,NiH,HTE,10.1002/anie.202011342,"2,6-bis((4R,5S)-4,5-diphenyl-4,5-dihydrooxazol-2-yl)pyridine",ethyl (S)-4-(1-benzamidopropyl)benzoate,
5663,CC(C1=N[C@H](CO1)C2=CC=CC=C2)(C)C3=N[C@H](CO3)C4=CC=CC=C4,ClC1=CC=C(C=C1)[C@H](CC)C(CCCCCCCC)=O,273.15,1.6583,-91,L21,Ligand_59,Box,P_1112,3-Component,literature,10.1021/jacs.1c07851,"(4S,4'S)-2,2'-(propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(S)-3-(4-chlorophenyl)dodecan-4-one,
2285,CC([C@@H]1N=C(C2=CC=CC(C3=N[C@@H](C(C)C)CO3)=N2)OC1)C,O=C(C1=CC=CC=C1)O[C@@H](C)CCCN2C3=C(C=C2)C=CC=C3,303.15,0.0728,-6,L16,Ligand_324,Pybox,P_49,NiH,HTE,10.1038/s41467-021-22983-7,"2,6-bis((S)-4-isopropyl-4,5-dihydrooxazol-2-yl)pyridine",(S)-5-(1H-indol-1-yl)pentan-2-yl benzoate,
4532,C1(C2(CC2)C3=N[C@H](C(C=CC=C4)=C4C5)[C@H]5O3)=N[C@H]6[C@H](CC7=C6C=CC=C7)O1,COC1=NC=C(C=C1)\C=C\[C@H](C)C1=CC=CC=C1,273.15,1.4472,-87,L437,Ligand_88,Box,P_3256,RCC,literature,10.1021/acscatal.9b01785,"(3aR,3a'R,8aS,8a'S)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S,E)-2-methoxy-5-(3-phenylbut-1-en-1-yl)pyridine",
