SM_1_smiles,SM_2_smiles,Product_smiles,Ligand_smiles,Base_smiles,Solvent_smiles,Yield_performer,Yield,SM_1_Compound_Name,SM_2_Compound_Name,Product_Compound_Name,Ligand_Compound_Name,Base_Compound_Name,Solvent_Compound_Name
Clc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[K+].[OH-],CO,0.112,11.2,6-chloroquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",potassium hydroxide,methanol
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,ValueNotFound,CO,0.6212,62.12,6-bromoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",,methanol
Clc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[Na+].[OH-],C1CCCO1,0.612,61.2,6-chloroquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",sodium hydroxide,tetrahydrofuran
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]C(C)(C)C.[Li+],C1CCCO1,0.122,12.2,quinolin-6-yl trifluoromethanesulfonate,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",lithium 2-methylpropan-2-olate,tetrahydrofuran
CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[Na+].[OH-],CC#N,0.6193,61.93,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",sodium hydroxide,acetonitrile
F[B-](c1ccc2c(c1)cccn2)(F)F.[K+],Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]C(C)(C)C.[Li+],CO,0.4271,42.71,potassium trifluoro(quinolin-6-yl)borate,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",lithium 2-methylpropan-2-olate,methanol
OB(c1ccc2c(c1)cccn2)O,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[Na+].[OH-],C1CCCO1,0.2849,28.49,quinolin-6-ylboronic acid,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",sodium hydroxide,tetrahydrofuran
Clc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,CC#N,0.0213,2.13,6-chloroquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,acetonitrile
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[F-].[Cs+],C1CCCO1,0.1515,15.15,quinolin-6-yl trifluoromethanesulfonate,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",cesium fluoride,tetrahydrofuran
Clc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]C(C)(C)C.[Li+],CO,0.1526,15.26,6-chloroquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",lithium 2-methylpropan-2-olate,methanol
Ic1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,C1CCCO1,0.849,84.9,6-iodoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,tetrahydrofuran
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],O=CN(C)C,0.5447,54.47,6-bromoquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",potassium phosphate,"N,N-dimethylformamide"
CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[F-].[Cs+],CO,0.2165,21.65,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",cesium fluoride,methanol
Brc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,C1CCCO1,0.9188,91.88,6-bromoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,tetrahydrofuran
Ic1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,ValueNotFound,CC#N,0.1601,16.01,6-iodoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",,acetonitrile
Clc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[F-].[Cs+],CO,0.3182,31.82,6-chloroquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",cesium fluoride,methanol
Ic1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,ValueNotFound,CO,0.7203,72.03,6-iodoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",,methanol
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,CO,0.3996,39.96,quinolin-6-yl trifluoromethanesulfonate,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,methanol
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,C1CCCO1,0.4065,40.65,6-bromoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,tetrahydrofuran
Ic1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[F-].[Cs+],CO,0.7892,78.92,6-iodoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",cesium fluoride,methanol
OB(c1ccc2c(c1)cccn2)O,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,CO,0.4223,42.23,quinolin-6-ylboronic acid,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,methanol
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCCO1,0.1499,14.99,quinolin-6-yl trifluoromethanesulfonate,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",potassium phosphate,tetrahydrofuran
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]C(C)(C)C.[Li+],C1CCCO1,0.2101,21.01,6-bromoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",lithium 2-methylpropan-2-olate,tetrahydrofuran
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]C(C)(C)C.[Li+],C1CCCO1,0.2363,23.63,quinolin-6-yl trifluoromethanesulfonate,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",lithium 2-methylpropan-2-olate,tetrahydrofuran
Ic1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,ValueNotFound,O=CN(C)C,0.7824,78.24,6-iodoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",,"N,N-dimethylformamide"
CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[Na+].[OH-],O=CN(C)C,0.3313,33.13,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",sodium hydroxide,"N,N-dimethylformamide"
Ic1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,C1CCCO1,0.4197,41.97,6-iodoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,tetrahydrofuran
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,O=CN(C)C,0.1148,11.48,quinolin-6-yl trifluoromethanesulfonate,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,"N,N-dimethylformamide"
Clc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,O=CN(C)C,0.046,4.6,6-chloroquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,"N,N-dimethylformamide"
Brc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]C(C)(C)C.[Li+],C1CCCO1,0.8922,89.22,6-bromoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",lithium 2-methylpropan-2-olate,tetrahydrofuran
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,CO,0.5724,57.24,6-bromoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,methanol
Ic1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCCO1,0.4498,44.98,6-iodoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",potassium phosphate,tetrahydrofuran
Clc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]C(C)(C)C.[Li+],CC#N,0.087,8.7,6-chloroquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",lithium 2-methylpropan-2-olate,acetonitrile
Ic1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[Na+].[OH-],CO,0.9207,92.07,6-iodoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",sodium hydroxide,methanol
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],O=CN(C)C,0.6993,69.93,quinolin-6-yl trifluoromethanesulfonate,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",potassium phosphate,"N,N-dimethylformamide"
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[K+].[OH-],O=CN(C)C,0.1236,12.36,6-bromoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",potassium hydroxide,"N,N-dimethylformamide"
Ic1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[Na+].[OH-],O=CN(C)C,0.199,19.9,6-iodoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",sodium hydroxide,"N,N-dimethylformamide"
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,ValueNotFound,CC#N,0.0725,7.25,quinolin-6-yl trifluoromethanesulfonate,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",,acetonitrile
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[K+].[OH-],C1CCCO1,0.2469,24.69,6-bromoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",potassium hydroxide,tetrahydrofuran
CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,CC#N,0.7011,70.11,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,acetonitrile
Ic1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[Na+].[OH-],CC#N,0.9433,94.33,6-iodoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",sodium hydroxide,acetonitrile
